"1","Amen","The final episode of M*A*S*H, broadcast on February 28,1983, was titled, ""Goodbye, Farewell & ____"".","TV","",""
"1","Amen","What word is normally spoken at the end of a Christian prayer?","Language","",""
"1","America the Beautiful","What song opens with, 'O beautiful for spacious skies'? (3 words)","Music","",""
"1","American Express","Provide the name of the organization that used the quotation: “Don’t leave home without it.”","Business","",""
"1","Amnesia","The inability to remember past experiences is called ___.","Science","",""
"1","Amoco","What is the 5-letter acronym for "" American Oil Company""?","Business","",""
"1","Amphibians","Frogs, toads, salamanders and newts are members of this class of animals.","Science","",""
"1","Amundsen","On September 2,1906 Raold ___ completed the Northwest Passage.","Dates","",""
"1","Amundsen","Who was the first to reach the South Pole? (Surname only)","History","",""
"1","An American in Paris","This 1951 musical starring Gene Kelly and Leslie Caron won the Best Picture Oscar. (4 words)","Film","",""
"1","Andrews","In the comics what is 'Archie's' last name?","Literature","",""
"1","Andy","Walter Lanz created a cuddly cartoon character named ""____ Pandy"".","Art/Culture","",""
"1","Angel","""____ Falls"" is considered the world's highest waterfall.","Geography","",""
"1","Angels","American League baseball team: 'Los Angeles _____'","Sports/Games","",""
"1","Angels","Provide the missing word.  ""Fools rush in where _____ fear to tread"".","Language","",""
"1","Angle","A 'protractor' is used to measure an _____.","Science","",""
"1","Animal Farm","In what novel is, ""All animals are created equal, but some are more equal than others""?","Literature","",""
"1","Anna","What was the first name of the character who was the 'I' in ""The King and I"" film?","Film","",""
"1","Annie","What Broadway musical featured the songs, ""Tomorrow"" and ""Easy Street""?","Music","",""
"1","Annie Hall","From what film is the quotation? ""La-dee-da, la-dee-da.""","Film","",""
"1","Another","Provide the missing word.   ""One good turn deserves ______"".","Language","",""
"1","Answer","Provide the missing word.  ""Ask a silly question and you will get a silly _____"".","Language","",""
"1","Antarctica","The most southerly continent is ____.","Geography","",""
"1","Antarctica","The only continent that was truly 'discovered' is _____.","Geography","",""
"1","Antique","A piece of furniture that is old but valuable is an ____. (7 letters)","Language","",""
"1","Antlers","'Deer' are the only animals that grow ___.","Science","",""
"1","Anymore","Use 1 word to complete the title of the popular song: ""Don't Get Around Much _____"".","Music","",""
"1","Apollo 11","On July 20,1969 Armstrong and Aldrin walked on the moon during this mission.","Dates","",""
"1","Apple","Provide the missing word.  ""The ____ never falls far from the tree"".","Language","",""
"1","Apple","What company introduced the translucent 'iBook'?","Science","",""
"1","Apple","What company or product used the slogans? “Think Different” & “The Power to Be Your Best”","Business","",""
"1","Apprentice","A person who works with a skilled tradesman to gain experience is an ___. (10 letter word)","Language","",""
"1","Apprentice","Donald Trump hosted the TV show, ""The _____"" for 12 years.","People","",""
"1","Aquarium","An ____ is a container where people keep fish and other water animals.","Language","",""
"1","Aquarius","What name of the zodiac is represented by the 'water carrier'?","Language","",""
"1","Arabia","Complete the title of the Best Picture Oscar winner for the year 1962: ""Lawrence of _____""","Film","",""
"1","Arabic","What is the official language in Egypt?","Language","",""
"1","Aramis","Which of the 'Three Musketeers' always wore black and eventually became a monk?","Literature","",""
"1","Arbuckle","On September 5,1921 the 'Fatty ____ Scandal' took place in San Francisco.","Dates","",""
"1","Arch","In architecture a curved or pointed opening that spans a doorway or window is called an ____.  (4 letters)","Art/Culture","",""
"1","Architect","Frank Lloyd Wright was a noted ___.","People","",""
"1","Architect","The Fountainhead' is about a man's struggle for success. What was his profession?","Literature","",""
"1","Arctic","The ____ Ocean is the smallest ocean.","Geography","",""
"1","Arden","In the comics Flash Gordon's girlfriend was named Dale ____.","Literature","",""
"1","Are","Complete the book title with one word. ""Where the Wild Things ____""","Literature","",""
"1","Argentina","A cardinal from this country became Pope Francis.","Geography","",""
"1","Argentina","In what country would you most likely find 'gauchos'?","Geography","",""
"1","Argentina","What country is the setting for the musical ""Evita""?","Music","",""
"1","Argentina","What large country is to the east of Chile?","Geography","",""
"1","Argo","Name the Best Movie of the Year Oscar winner for 2012.  (1 word of 4 letters)","Film","",""
"1","Argument","According to superstition, crossed knives and forks after dinner will cause an  ____. (8 letter word)","Language","",""
"1","Aria","A solo song in an opera is called an ____. (4 letters)","Music","",""
"1","Arizona","On October 10,1971 London Bridge was rededicated in Lake Havasu, ___.","Dates","",""
"1","Arizona","On October 25,1881 the 'Shootout at the OK Corral' took place in Tombstone, ___.","Dates","",""
"1","Arizona","The “Lost Dutchman Mine” is believed to be located in the 'Superstition Mountains' in this state.","Geography","",""
"1","Arizona","This battleship is a monument at Pearl Harbor.","History","",""
"1","Arizona","What state of the U.S. is next alphabetically after 'Alaska'?","Geography","",""
"1","Arkansas ","What state of the U.S. is next alphabetically after 'Arizona'?","Geography","",""
"1","Arm","What one 3-letter word can have both meanings?  A body part...To provide with weapons.","Language","",""
"1","Armistice","On November 11,1918 an _____ was declared during WWI. (9 letter word)","Dates","",""
"1","Arrows","What is kept in a 'quiver'?","Language","",""
"1","Arthur","He pulled a sword out of a stone and became king. (6 letter first name)","Literature","",""
"1","Arthur Miller","Who was the playwright who married Marilyn Monroe? (Initials A.M.)","People","",""
"1","Artist","James Whistler was a noted American _____.  (6-letter word)","Art/Culture","",""
"1","As Time Goes By","Name the song title : ‘You must remember this, a kiss is just a kiss'. (4 words)","Music","",""
"1","Asia","On what continent is Nepal?","Geography","",""
"1","Asphalt","What is the black material on most roads?","Language","",""
"1","Astros","American League baseball team: Houston _____.","Sports/Games","",""
"1","Atheism","The rejection of the concept of 'God' is ____.","Language","",""
"1","Athens","If Thessaloniki is the country's second largest city what city is the largest?","Geography","",""
"1","Athletics","American League baseball team: Oakland _____.","Sports/Games","",""
"1","Atlantic City","The standard Monopoly board locations are based in what city?","Geography","",""
"1","Atlantic Ocean","What were Arthur Whitten-Brown and John Alcock first to fly across non-stop?","History","",""
"1","Attic","The part of a house directly below a peaked roof is an ____. (5 letters)","Language","",""
"1","Attila","Provide the missing name of the historical person. “_____ the Hun”","History","",""
"1","Audrey Hepburn","In the film ""My Fair Lady"" (1964) Eliza Doolittle was portrayed by ____. (Initials A.H.)","Film","",""
"1","Auschwitz","The two best-known Nazi concentration camps were 'Dachau' and ____.","History","",""
"1","Australia","The 'Black Swan' is native to ____.","Science","",""
"1","Australia","The only continent where glaciers are not found is ____.","Geography","",""
"1","Australia","This country's largest lake is Lake Eyre.","Geography","",""
"1","Australia","What country dominated tennis during the 50's and 60's?","Sports/Games","",""
"1","Australia","What country has a federal territory named the ""Northern Territory""?","Geography","",""
"1","Australia","What country is identified with the 'boomerang'?","Geography","",""
"1","Austria","The local name for the country is ""Österreich"".  What is the common name? ","Geography","",""
"1","Author","Complete the title; 'Six Characters in Search of an ______'.","Literature","",""
"1","Ava Gardner","She married Mickey Rooney, Artie Shaw and Frank Sinatra. (Initials A.G.)","People","",""
"1","Available","Provide the missing word. ' Work expands so as to fill the time ______.'","Language","",""
"1","Avalanche","National Hockey League team name: ""Colorado ____"".","Sports/Games","",""
"1","Avis","What company tries harder because it is number two?","Business","",""
"1","Axe","In playing cards the King of Diamonds is also known as 'The Man with the ___'.","Sports/Games","",""
"1","Axis","The imaginary line through the earth, joining the 2 poles is the ___.","Geography","",""
"1","B-29","The bomber that dropped the first atomic bomb on Japan was a Boeing _____ Superfortress.","History","",""
"1","Babe","What was the name of Paul Bunyan's blue ox?","Literature","",""
"1","Babe Ruth","This player with the 1927 N.Y. Yankees slammed 60 home runs in the regular season.","Sports/Games","",""
"1","Baby","Complete the title of the Best Picture Oscar winner for the year 2004: ""Million Dollar _____""","Film","",""
"1","Baby","The name 'Gerber' is associated with _____ food","Language","",""
"1","Baby","Use 1 word to complete the title of the popular song: 'You Must Have Been a Beautiful _____'.","Music","",""
"1","Bach","Johann Sebastian ____composed the six ""Brandenburg Concertos"".","Art/Culture","",""
"1","Bachelor","The letters 'B.A.' after one's name means ""_____ of Arts"".","Language","",""
"1","Back","Provide the full form of the internet abbreviation: ""BAK"".","Language","",""
"1","Bag","Use 1 word to complete the common expression:' Let the cat out of the_____.'","Language","",""
"1","Bagheera","What was the name of the panther in 'The Jungle Book'?","Literature","",""
"1","Bagpipes","This wind instrument is associated with Scotland.","Music","",""
"1","Baines","For what did the ""B"" stand in the initials ""LBJ""?","History","",""
"1","Bake","Complete the word-pair: ""Shake and ____""","Language","",""
"1","Baker","Anagrams: Rearrange all of the letters in the word to make another word. BREAK","Language","",""
"1","Baker","Sherlock Holmes resided at 221B _____ Street.","Literature","",""
"1","Bakker","On March 19, 1987 Reverend Jim _____ resigned as head of the PTL Club.","Dates","",""
"1","Balance","Only female gymnasts compete on the '____ beam'.","Sports/Games","",""
"1","Balance","The amount of money left in a bank account is called the ___.","Language","",""
"1","Balboa","In the 1976 film ""Rocky"", Rocky's last name was ____.","Film","",""
"1","Balboa","Who is considered to be the first European to see the Pacific Ocean?","History","",""
"1","Bald","The "" ______ eagle"" is the national bird of the United States.","History","",""
"1","Balk","An illegal act by the pitcher entitling all runners to advance one base is called a ___.","Sports/Games","",""
"1","Ball","What one 4-letter word can have both meanings?  A formal event involving dancing...A baseball pitch that is not a strike.","Language","",""
"1","Ballet","On June 30,1974 ____ dancer Mikhail Baryshnikov defected while on tour in Canada. (6 letter word)","Dates","",""
"1","Ballets","Two classical ____ are ""Swan Lake"" and ""The Nutcracker"". (7-letter plural word)","Art/Culture","",""
"1","Bambi","In this Disney film a fawn grows up to become the “Great Prince of the Forest”.   ","Film","",""
"1","Bananas","""_______"" is the only Woody Allen film with a fruit as the title","Film","",""
"1","Bank","Where does a 'teller' work?","Language","",""
"1","Bankrupt","A company that is unable to pay its debts is said to be ____.","Language","",""
"1","Banquo","This character appears as a ghost at the banquet in 'Macbeth'.","Literature","",""
"1","Banzai","The Japanese battle cry during WWII was ____.","History","",""
"1","Baptism","This religious act cleanses one of original sin through application of water.","Language","",""
"1","Barabbas","This murderer was released by Pilate instead of Jesus.","Literature","",""
"1","Barack Obama","In 2013 _____was inaugurated to his second term as US President. (First and Last name)","People","",""
"1","Barbecue","An outdoor stove that often uses charcoal is a ____.","Language","",""
"1","Barbells","In weightlifting the weights to be lifted are called ____.","Sports/Games","",""
"1","Barber","A pole with red and white stripes usually indicates a ____ shop.","Language","",""
"1","Barber","Opera title: ""The ____ of Seville"".","Music","",""
"1","Barbie ","""____ doll"" is the world's largest selling doll.","Sports/Games","",""
"1","Barbie ","Fads: This doll’s boyfriend was named Ken.","Art/Culture","",""
"1","Bark","The outermost layer of the trunk of a tree is called the ____. (4 letter word)","Science","",""
"1","Bark","What one 4-letter word can have both meanings? Sound made by a dog...Covering on a tree.","Language","",""
"1","Barometer","What instrument is used to measure atmospheric pressure?","Science","",""
"1","Barrel","Use 1 word to complete the common expression:' Like Shooting fish in a ____'.","Language","",""
"1","Baseball","In what sport is the term 'balk' used?","Sports/Games","",""
"1","Baseball","In what sport is the term 'bullpen' used?","Sports/Games","",""
"1","Baseball","In what sport is there an 'E.R.A.' statistic?","Sports/Games","",""
"1","Baseball","In what sport might a player back up onto the 'warning track'?","Sports/Games","",""
"1","Baseball","On January 29, 1936 the _____ Hall of Fame was established.","Dates","",""
"1","Basketball","In what sport is the famous athlete associated? LeBron James","Sports/Games","",""
"1","Basketball","In what sport is the term often used? ""Full-court press""","Sports/Games","",""
"1","Basketball","In what sport is the term often used? ""Slam dunk""","Sports/Games","",""
"1","Basketball","On January 7,1927 the 'Harlem Globetrotters' team was founded. They played this sport..","Dates","",""
"1","Bat","What one 3-letter word can have both meanings?  A flying mammal...An essential item for baseball.","Language","",""
"1","Bathroom","In which room would you find a 'bidet'?","Language","",""
"1","Bathwater","Provide the missing word.  'Do not throw the baby out with the _____.'","Language","",""
"1","Batons","What do majorettes often twirl?","Language","","."
"1","Batson","When Billy ___ said 'Shazam' he became Captain Marvel.","Literature","",""
"1","Battery","Sears sold the 'Diehard'. It's the name of a car  ____.","Science","",""
"1","Battle Cry","Leon Uris's first novel was about WWII marines. Provide the 2-word title.","Literature","",""
"1","Be Right Back","Provide the full form of the internet abbreviation. BRB","Language","",""
"1","Bears","National Football League team: Chicago _____.","Sports/Games","",""
"1","Beast","Use one word to complete the film title. ""Beauty and the ____""","Film","",""
"1","Beatles","On Aug.29,1966 the '_____' played their last live concert at ""Candlestick Park"".","Dates","",""
"1","Beauty","Complete the title of the Best Picture Oscar winner for the year 1999: ""American _____""","Film","",""
"1","Beauty","Provide the missing word.   '_____is in the eye of the beholder'","Language","",""
"1","Beckham","Use 1 word to complete the name of the movie about a sport: ""Bend It Like ____""","Sports/Games","",""
"1","Becky Thatcher","What was the name of Tom Sawyer's girlfriend? (Initials B.T.)","Literature","",""
"1","Bed","Provide the missing word. 'As you make your ____, so you must lie upon it'.","Language","",""
"1","Bed","Some tourists like a 'B and B'. What does the first 'B' stand for?","Language","",""
"1","Beef","On TV Clara asked the question, 'Where's the ____?'.","TV","",""
"1","Beer","Bock, Stout and Pilsner are 3 kinds of ____. (4 letter word)","Language","",""
"1","Beer","Most malt is used to make ____.","Language","",""
"1","Beer","Name the specific product generally associated with ""Miller"" and ""Budweiser"".","Business","",""
"1","Begin","Anagrams: Rearrange all of the letters in the word to make another word.  BEING","Language","",""
"1","Being","Complete the book title with one word. ""The Unbearable Likeness of ____""","Literature","",""
"1","Belgium","Brussels is the capital of ____.","Geography","",""
"1","Belgium","On August 3,1914 Germany declared war on France and invaded ____.","Dates","",""
"1","Belgium","On June 18, 1815 the Battle of Waterloo took place in this present-day country.","Dates","",""
"1","Belize","What is the current name of British Honduras?","Geography","",""
"1","Bell","Alexander _____ is credited with inventing the telephone.","Science","",""
"1","Bell","The last lap of a race, as at a track meet, is called the ____ lap..","Sports/Games","",""
"1","Bells","Complete the bestselling book title, ‘The Miracle of the ___'. (5 letters)","Literature","",""
"1","Ben Hur","In what film is ,'Your eyes are full of hate 41. That's good, hate keeps a man alive'?","Film","",""
"1","Ben Hur","The subtitle is 'A Tale of Christ'. What is the title?","Literature","",""
"1","Bengals","National Football League team: 'Cincinnati _____'","Sports/Games","",""
"1","Benjamin Franklin","Who is credited with inventing the lightning rod? (Initials B.F.)","Science","",""
"1","Benjamin Spock","Who was the author of 'The Common Sense Book of Child Care'? (Initials B.S.) ","Literature","",""
"1","Bering","""_____ Strait"" separates Alaska and Siberia.","Geography","",""
"1","Berlin","In what city is the 'Reichstag'?","Geography","",""
"1","Berlin","Jesse Owens is best remembered for the Olympics in this city.","Sports/Games","",""
"1","Berlin","On August 1,1936 the Olympic Games opened in _____.","Dates","",""
"1","Bermuda Triangle","The ___ is a famous area where many ships and airplanes have disappeared. (2 words)","Geography","",""
"1","Bernard","George ____  Shaw was a noted author.","Literature","",""
"1","Bess","Complete the word-pair: ""Porgy and ____""","Language","",""
"1","Beta","The first 2 letters of the Greek alphabet are Alpha and ____.","Language","",""
"1","Bette Davis","She won Best Actress Oscars for 'Dangerous' and 'Jezebel'. (Initials B.D.)","Film","",""
"1","Better","NASA's mantra for 2000 was 'Cheaper, Faster, ____'.","Science","",""
"1","Bewildered","Use 1 word to complete the title of the popular song: 'Bewitched, Bothered and _____'","Music","",""
"1","Bibles","What are the 'Gideons' noted for giving away?","People","",""
"1","Bicycle","In poker A-2-3-4-5 is called a ""_____ straight"".","Sports/Games","",""
"1","Big","In this 1998 film a fortune-telling machine enables Josh Baskin to become more adult in size.","Film","",""
"1","Big Brother","In George Orwell's '1984' who is watching you? (2 words)","Literature","",""
"1","Bill ","What one 4-letter word can have both meanings? A bird's beak...Amount of money you need to pay.","Language","",""
"1","Bill Clinton","Who followed George H.W .Bush  as US President? (Initials B.C.)","People","",""
"1","Billie","Provide the missing first name in the song title.  Bobbie Gentry: ""Ode to ___ Joe""","Music","",""
"1","Bills","National Football League team: 'Buffalo _____'.","Sports/Games","",""
"1","Billy the Kid","By what name is William H. Bonney better known? (3 words)","People","",""
"1","Billy the Kid","On July 15,1881 Sheriff Pat Garrett shot and killed ____.(3 words)","Dates","",""
"1","Bingo","In what group game is the term '4 corners' used? (5 letter word)","Sports/Games","",""
"1","Biology","The study of living things is called ____.","Science","",""
"1","Birdman","Name the Best Movie of the Year Oscar winner for 2014.  (1 word that starts with B)","Film","",""
"1","Birds","Grebes, Grouse and Toucans are _____. (5 letter plural word)","Language","",""
"1","Bishops","In chess which pieces always stay on the same color squares?","Sports/Games","",""
"1","Bitch","An adult female dog is a ___.","Science","",""
"1","Bite","Provide the missing word. ' Barking dogs seldom _____.'","Language","",""
"1","Black","Use 1 word to complete the title of the TV series: ""Orange is the New ____"".","TV","",""
"1","Black Beauty","The subtitle is 'The Autobiography of a Horse'. What is the 2-word title?","Literature","",""
"1","Black Beauty","What was the name of the Green Hornet's car? (2 words)","Literature","",""
"1","Black Hawks","National Hockey League team name: 'Chicago _____'.","Sports/Games","",""
"1","Blacksmith","The works of Henry Wadsworth Longfellow include, ""The Village ______"".","Literature","",""
"1","Blade Runner","In this 1982 film Rick Deckard (Harrison Ford) tracks down “replicants”.","Film","",""
"1","Bleachers","Rows of baseball seats where the view isn't the best are called ____. (9 letters)","Sports/Games","",""
"1","Bleed","Provide one word to complete the line. “If you prick us, do we not ____?”","Literature","",""
"1","Blessings","Provide the missing word. ' Count your _____.'  (9-letter word.)","Language","",""
"1","Blind","Provide the missing word. 'There are none so _____ as those that will not see.'","Language","",""
"1","Blood","According to the proverb it is thicker than water.","Language","",""
"1","Blood","Provide the missing word.' You cannot get _____ out of a stone.'","Language","",""
"1","Blood","Truman Capote authored, ""In Cold ____"".","Literature","",""
"1","Blood","What part of the body is affected by ""Leukemia""?","Science","",""
"1","Blue","The flag of Greece is white and ____.","Geography","",""
"1","Blue","The three colors on the flag of France are red, white and ____.","Geography","",""
"1","Blue","What color are the two letter 'g's in the Google logo?","Art/Culture","",""
"1","Blue","What color are, ‘Smurfs’?","Language","",""
"1","Blue","What color other than black and white is in the BMW logo?","Business","",""
"1","Blue ","An alkali will change litmus paper to the color ___.","Science","",""
"1","Blue ","Legislation banning commerce on Sunday for religious reasons are called "" ____ Laws"".","History","",""
"1","Blue Jackets","National Hockey League team name: Columbus ____.","Sports/Games","",""
"1","Blue Jays","American League baseball team: 'Toronto ____'","Sports/Games","",""
"1","Blues","National Hockey League team name: 'Saint Louis _____'","Sports/Games","",""
"1","BMW","What car brand is sometimes called a ""Beemer"" or ""Bummer""?","Business","",""
"1","Board","Complete the idiom: 'Back to the drawing ____.'","Language","",""
"1","Boat","Complete the name of the TV show: ""Fresh Off the ____""","TV","",""
"1","Boat","Complete the title of the novel:' Three Men in a ____'.   (1 word)","Literature","",""
"1","Boat","Film Quotation: ""You're gonna need a bigger _____"".","Film","",""
"1","Boat","In the novel 'The African Queen' the title refers to a  ____. (4 letter word)","Literature","",""
"1","Boat","Provide the missing word.  'Do not rock the _____.'","Language","",""
"1","Bob Dylan","His songs include ""Blowin' in the Wind"" and ""Like a Rolling Stone"". (Initials B.D.)","Music","",""
